event_id,lookback_K,is_control,direction_streak_len,hh_ratio,ll_ratio,atr_pct,bb_width_pct,bb_width_pctile,volume_ratio,volume_zscore,volume_divergence,rsi_level,rsi_slope,macd_hist_slope,hour_of_day_utc,day_of_week,chart_pattern_labels,chart_pattern_confidence,chart_notes
BTC-0018,240,False,0,0.38,0.49,0.4345,2.33,61.1,0.63,-0.26,1,72.8,34.7,-23.2022,12,0,,0,
BTC-0019,240,False,0,0.4,0.54,1.4734,6.19,88.4,1.95,0.86,1,43.5,-2.2,68.7233,17,3,,0,
BTC-0020,240,False,1,0.45,0.45,0.4325,1.57,76.8,0.48,-0.61,-1,52.2,-1.0,21.8684,1,1,,0,
BTC-0021,240,False,0,0.45,0.47,0.9103,5.1,100.0,1.31,0.39,1,25.2,-25.4,25.0892,17,3,,0,
BTC-0022,240,False,0,0.49,0.42,0.214,0.67,14.7,0.23,-0.36,-1,47.7,22.4,0.1168,19,5,,0,
BTC-0023,240,False,0,0.43,0.45,0.4659,1.41,92.6,0.97,-0.02,1,47.1,31.6,4.7332,8,1,,0,
BTC-0024,240,False,1,0.48,0.46,0.2923,0.76,2.1,0.4,-0.69,-1,38.8,-49.3,-3.6497,1,4,,0,
BTC-0025,240,False,0,0.42,0.5,0.4034,2.8,93.7,5.49,5.12,1,7.7,-32.4,-64.8568,6,5,,0,
BTC-0026,240,False,3,0.43,0.5,0.3457,1.02,8.4,0.44,-0.63,-1,44.9,-14.7,3.4812,8,1,,0,
BTC-0027,240,False,0,0.49,0.47,0.4346,1.7,38.9,1.27,0.31,0,46.6,-0.1,25.7998,9,3,,0,
BTC-0028,240,False,0,0.45,0.51,0.3495,0.96,50.5,0.7,-0.34,0,55.2,11.5,-1.2943,21,6,,0,
BTC-0029,240,False,0,0.44,0.46,0.2377,0.71,8.4,1.15,0.22,0,66.6,-2.9,12.6573,8,3,,0,
BTC-0030,240,False,6,0.51,0.45,0.2214,0.55,0.0,0.4,-0.55,-1,60.9,-2.4,6.418,18,6,,0,
BTC-0031,240,False,2,0.5,0.4,0.3891,1.41,64.2,0.59,-0.44,0,72.1,6.6,1.7181,19,1,,0,
BTC-0032,240,False,2,0.43,0.47,0.4314,1.11,82.1,0.63,-0.32,0,40.8,-8.0,-1.1343,2,0,,0,
BTC-0033,240,False,0,0.43,0.49,0.2438,1.24,67.4,0.56,-0.62,-1,34.4,-31.9,6.3818,4,3,,0,
BTC-0034,240,False,0,0.44,0.49,0.1847,0.67,54.7,0.72,-0.3,0,37.8,-45.7,-0.9463,7,1,,0,
BTC-0035,240,False,1,0.43,0.48,0.2138,1.16,63.2,0.36,-0.64,0,45.4,-7.4,6.4642,17,6,,0,
BTC-0036,240,False,3,0.47,0.46,0.2232,1.04,61.1,0.59,-0.4,-1,27.5,-10.7,-2.7316,10,3,,0,
BTC-0037,240,False,0,0.49,0.42,0.3036,1.03,69.5,0.5,-0.36,-1,37.9,-15.2,5.3878,2,0,,0,
BTC-0038,240,False,0,0.44,0.54,0.3953,0.77,0.0,0.15,-0.87,0,49.6,25.0,1.1549,18,5,,0,
BTC-0039,240,False,2,0.47,0.46,0.4029,1.92,91.6,2.42,1.87,0,76.8,21.6,13.6296,16,2,,0,
BTC-0040,240,False,4,0.43,0.41,0.3829,2.66,100.0,4.13,3.64,0,83.7,42.6,10.3839,13,0,,0,
BTC-0041,240,False,0,0.43,0.51,0.3245,1.38,50.5,1.0,-0.0,1,40.8,28.5,-6.3498,7,2,,0,
BTC-0042,240,False,0,0.42,0.52,0.3434,1.27,92.6,3.45,2.31,1,37.3,-9.5,-7.3542,17,0,,0,
CTRL-000240,240,True,0,0.46,0.5,0.0965,0.46,43.2,1.12,0.16,0,35.3,-4.9,6.0813,17,6,,0,
CTRL-000548,240,True,0,0.46,0.47,0.144,0.46,2.1,0.24,-1.1,-1,44.3,-1.9,2.0964,22,2,,0,
CTRL-000856,240,True,0,0.44,0.49,0.1142,0.38,0.0,0.15,-0.75,0,40.7,1.3,2.3514,3,6,,0,
CTRL-001472,240,True,1,0.44,0.48,0.1204,0.44,18.9,0.48,-0.46,-1,54.4,28.4,12.3122,13,5,,0,
CTRL-004552,240,True,2,0.45,0.51,0.4833,2.25,84.2,0.87,-0.15,1,72.8,27.3,9.6959,15,2,,0,
CTRL-004860,240,True,0,0.45,0.46,0.212,0.61,12.6,0.15,-1.09,0,59.3,17.5,5.3138,20,5,,0,
CTRL-007632,240,True,1,0.45,0.41,0.5837,2.8,84.2,5.23,3.37,1,67.1,17.8,54.5199,17,6,,0,
CTRL-007940,240,True,1,0.45,0.44,0.9308,2.33,84.2,0.79,-0.19,-1,48.4,-31.0,0.9812,22,2,,0,
CTRL-008248,240,True,0,0.47,0.48,0.1181,0.36,0.0,0.14,-0.71,-1,52.3,-0.3,-2.9429,3,6,,0,
CTRL-008864,240,True,1,0.47,0.44,0.12,0.32,0.0,1.28,0.24,0,35.9,-30.7,-11.1061,13,5,,0,
CTRL-009172,240,True,1,0.5,0.42,0.4599,1.38,71.6,1.68,0.81,1,67.1,-19.0,13.8921,18,1,,0,
CTRL-009480,240,True,1,0.46,0.41,0.1592,0.54,34.7,0.32,-0.47,0,47.0,-14.1,-4.8437,23,4,,0,
CTRL-009788,240,True,1,0.43,0.42,0.2055,0.49,94.7,0.89,-0.09,1,58.3,6.7,9.9819,4,1,,0,
CTRL-010096,240,True,0,0.48,0.39,0.1734,0.86,78.9,1.63,0.78,0,69.0,2.3,-3.8052,9,4,,0,
CTRL-010404,240,True,0,0.47,0.42,0.2041,0.64,50.5,0.61,-0.35,0,38.8,-5.6,3.2088,14,0,,0,
CTRL-010712,240,True,1,0.45,0.48,0.3326,2.03,71.6,0.49,-0.63,0,57.0,-13.5,-17.4683,19,3,,0,
CTRL-012252,240,True,0,0.43,0.47,0.0643,0.27,0.0,0.1,-0.94,0,60.5,-17.8,3.1391,20,5,,0,
CTRL-014408,240,True,0,0.48,0.45,0.2634,0.97,56.8,0.38,-0.45,0,54.8,20.9,5.9334,7,0,,0,
CTRL-017488,240,True,4,0.42,0.51,0.3427,1.53,63.2,1.68,0.84,1,47.8,-11.1,-37.5288,9,4,,0,
CTRL-018412,240,True,0,0.48,0.45,0.6334,1.9,98.9,5.24,3.53,1,49.3,-7.8,48.0901,0,0,,0,
CTRL-018720,240,True,3,0.45,0.46,0.3753,4.09,100.0,0.63,-0.53,0,25.9,-38.1,22.9151,5,3,,0,
CTRL-020568,240,True,1,0.47,0.45,0.3367,1.17,58.9,0.77,-0.29,0,66.4,33.2,2.8074,11,1,,0,
CTRL-020876,240,True,1,0.49,0.5,0.3524,1.09,51.6,1.0,-0.0,0,36.6,9.0,-6.7834,16,4,,0,
CTRL-021184,240,True,1,0.48,0.47,0.1922,0.62,63.2,0.39,-0.55,0,58.4,8.5,-4.0431,21,0,,0,
CTRL-021492,240,True,0,0.51,0.42,0.1506,0.71,51.6,0.29,-0.71,-1,77.6,30.3,-4.2376,2,4,,0,
CTRL-021800,240,True,0,0.42,0.44,0.2409,1.07,100.0,0.68,-0.24,-1,31.8,-0.1,3.5444,7,0,,0,
CTRL-022108,240,True,0,0.49,0.44,0.2275,1.27,75.8,0.64,-0.54,0,44.6,-5.8,10.3466,12,3,,0,
CTRL-022416,240,True,1,0.52,0.44,0.1965,0.98,73.7,1.48,0.62,0,66.2,8.2,-2.2942,17,6,,0,
CTRL-022724,240,True,1,0.46,0.51,0.1849,0.6,34.7,0.49,-0.6,0,34.7,-1.5,-9.0645,22,2,,0,
CTRL-023032,240,True,0,0.41,0.48,0.1955,0.8,32.6,0.26,-0.7,0,43.0,15.2,10.0956,3,6,,0,
CTRL-023340,240,True,1,0.47,0.45,0.1723,1.29,52.6,0.54,-0.49,0,76.5,35.8,-9.1511,8,2,,0,
CTRL-023648,240,True,1,0.45,0.53,0.1196,0.56,27.4,1.05,0.05,1,72.4,38.7,9.4606,13,5,,0,
CTRL-023956,240,True,0,0.43,0.48,0.3571,2.61,100.0,1.97,0.86,1,25.9,-19.2,16.1119,18,1,,0,
CTRL-025496,240,True,0,0.46,0.46,0.4464,2.53,85.3,1.11,0.14,0,68.5,11.9,-4.6805,19,3,,0,
CTRL-025804,240,True,0,0.52,0.45,0.5541,4.73,100.0,2.31,1.14,0,82.4,33.6,-21.5955,0,0,,0,
CTRL-027036,240,True,1,0.45,0.47,0.2412,1.34,25.3,0.34,-0.41,1,22.7,-39.6,6.6101,20,5,,0,
CTRL-027652,240,True,1,0.48,0.42,0.1793,0.58,2.1,0.43,-0.62,0,41.8,6.9,-3.472,6,5,,0,
CTRL-027960,240,True,3,0.45,0.5,0.2045,0.6,46.3,0.36,-0.51,1,55.7,27.9,-6.6433,11,1,,0,
CTRL-028268,240,True,0,0.48,0.45,0.3618,1.19,54.7,0.8,-0.23,-1,41.3,-5.1,4.4872,16,4,,0,
CTRL-028884,240,True,0,0.43,0.49,0.2537,1.2,70.5,0.57,-0.4,0,29.8,-13.7,-5.3984,2,4,,0,
CTRL-029192,240,True,2,0.46,0.48,0.313,2.22,100.0,4.06,3.98,1,27.5,-27.2,21.6953,7,0,,0,
CTRL-029500,240,True,0,0.47,0.46,0.1441,0.68,29.5,1.27,0.38,1,34.8,5.7,-9.3166,12,3,,0,
CTRL-029808,240,True,0,0.5,0.46,0.164,0.77,53.7,0.64,-0.32,1,60.9,1.6,-6.6126,17,6,,0,
CTRL-030116,240,True,3,0.47,0.5,0.4212,2.04,82.1,1.33,0.46,1,37.0,-22.0,20.4723,22,2,,0,
CTRL-030424,240,True,1,0.43,0.48,0.2215,1.63,77.9,0.88,-0.09,0,76.6,48.6,-6.1546,3,6,,0,
ETH-0001,60,False,2,0.42,0.43,0.1285,0.56,50,0.56,-0.52,-1,45.8,-28.2,-0.3274,0,6,,0,
ETH-0002,60,False,0,0.4,0.43,0.5506,2.02,50,0.86,-0.13,1,50.8,-4.4,0.2296,6,2,,0,
ETH-0003,60,False,0,0.33,0.53,0.7102,4.15,50,2.0,1.45,1,16.1,-46.0,-2.5262,17,3,,0,
ETH-0004,60,False,0,0.45,0.42,0.3153,1.24,50,1.6,0.78,1,64.7,5.8,0.1104,14,6,,0,
ETH-0005,60,False,0,0.43,0.52,0.4228,1.19,50,0.96,-0.07,0,44.9,-0.8,0.8988,15,1,,0,
ETH-0006,60,False,2,0.53,0.32,0.4877,2.93,50,0.97,-0.03,0,59.4,7.0,-0.7459,18,0,,0,
ETH-0007,60,False,0,0.43,0.47,0.7333,2.26,50,0.59,-0.36,1,69.0,38.2,1.9689,9,5,,0,
ETH-0008,60,False,0,0.55,0.4,0.588,1.09,50,0.47,-0.45,0,65.6,-16.5,1.3878,1,0,,0,
ETH-0009,60,False,0,0.42,0.42,0.5968,2.97,50,0.61,-0.53,-1,70.9,14.1,-1.5771,10,2,,0,
ETH-0010,60,False,0,0.47,0.5,0.9003,7.27,50,1.45,0.42,1,21.8,-45.5,0.966,10,4,,0,
ETH-0011,60,False,0,0.45,0.52,0.2409,0.46,50,1.84,1.38,0,45.6,0.2,-0.2857,0,6,,0,
ETH-0012,60,False,1,0.38,0.47,0.6486,2.01,50,1.72,0.85,1,64.1,35.9,1.4,14,1,,0,
ETH-0013,60,False,0,0.37,0.5,0.7125,3.18,50,0.37,-0.66,0,33.1,-16.9,1.4652,22,2,,0,
ETH-0014,60,False,0,0.42,0.43,0.1996,0.71,50,1.21,0.33,0,30.3,-33.8,0.1456,16,5,,0,
ETH-0015,60,False,0,0.43,0.38,0.5601,1.08,50,1.06,0.1,0,62.3,27.0,1.1787,16,0,,0,
ETH-0016,60,False,1,0.55,0.4,0.1846,0.71,50,1.32,0.36,0,82.1,24.4,0.467,4,6,,0,
ETH-0017,60,False,1,0.35,0.62,1.2282,11.24,50,0.92,-0.12,1,3.0,-52.3,0.7143,19,1,,0,
ETH-0018,60,False,0,0.52,0.45,0.4765,2.35,50,0.74,-0.35,-1,39.9,-0.3,0.0508,6,3,,0,
ETH-0019,60,False,0,0.4,0.5,0.8496,3.36,50,2.76,2.71,1,28.3,4.6,-2.0979,15,3,,0,
ETH-0020,60,False,3,0.4,0.52,0.3918,0.98,50,0.46,-0.52,0,68.4,8.1,0.6195,11,1,,0,
ETH-0021,60,False,1,0.47,0.42,0.575,3.98,50,2.56,1.56,1,10.9,-54.8,-0.3578,13,6,,0,
ETH-0022,60,False,0,0.57,0.28,0.4327,1.7,50,2.33,1.77,0,65.6,16.9,-0.5761,14,6,,0,
ETH-0023,60,False,0,0.45,0.47,0.3989,1.35,50,1.06,0.07,1,45.8,11.1,1.0011,19,5,,0,
ETH-0024,60,False,0,0.35,0.45,0.3419,1.18,50,3.81,2.37,1,62.2,45.5,-0.1409,9,0,,0,
ETH-0025,60,False,1,0.43,0.42,0.3674,1.04,50,0.3,-0.98,-1,52.2,-7.8,-0.3768,10,3,,0,
ETH-0026,60,False,2,0.48,0.52,0.2653,0.8,50,4.47,4.63,1,36.4,0.8,-0.5371,14,6,,0,
ETH-0027,60,False,1,0.4,0.52,0.2075,0.43,50,0.38,-0.83,0,48.1,19.2,0.0266,9,2,,0,
ETH-0028,60,False,0,0.52,0.37,0.4246,1.63,50,2.44,1.06,1,35.2,-1.0,0.4893,12,6,,0,
ETH-0029,60,False,1,0.48,0.5,0.3633,0.75,50,0.32,-0.48,1,58.5,22.4,-0.6225,1,3,,0,
ETH-0030,60,False,0,0.47,0.42,0.0883,0.41,50,1.17,0.2,-1,63.7,1.2,0.0561,11,3,,0,
ETH-0031,60,False,3,0.45,0.43,0.2939,1.36,50,7.76,6.65,0,85.1,11.8,2.2945,14,1,,0,
ETH-0032,60,False,0,0.5,0.4,0.5239,1.49,50,1.62,0.52,0,57.0,35.9,0.5771,16,0,,0,
ETH-0033,60,False,0,0.52,0.43,0.2118,0.71,50,0.97,-0.04,0,63.2,-12.4,0.1305,18,6,,0,
ETH-0034,60,False,1,0.5,0.47,0.1305,0.41,50,4.12,2.56,0,42.1,-5.8,0.0169,14,5,,0,
ETH-0035,60,False,0,0.38,0.4,0.6611,4.07,50,0.75,-0.21,1,40.7,5.3,0.6684,22,6,,0,
ETH-0036,60,False,0,0.48,0.45,0.2602,0.89,50,0.47,-0.63,-1,40.5,-8.7,-0.2081,9,2,,0,
ETH-0037,60,False,0,0.33,0.5,1.4264,4.26,50,1.33,0.47,0,38.4,-21.1,-2.6463,3,0,,0,
ETH-0038,60,False,2,0.45,0.45,0.8213,4.16,50,0.32,-0.83,0,75.0,25.5,0.2535,12,0,,0,
ETH-0039,60,False,0,0.3,0.52,1.4074,5.47,50,4.19,4.66,1,23.0,-30.0,-3.8441,15,3,,0,
ETH-0040,60,False,1,0.42,0.47,1.1061,4.13,50,0.71,-0.45,0,70.5,47.2,-0.2956,17,0,,0,
ETH-0041,60,False,3,0.45,0.45,0.7152,1.97,50,1.73,1.28,1,32.1,-16.5,-1.0524,15,3,,0,
ETH-0042,60,False,0,0.5,0.35,0.4105,2.62,50,1.64,0.61,0,72.9,18.2,0.5171,11,5,,0,
ETH-0043,60,False,0,0.48,0.4,0.3999,2.1,50,1.04,0.06,-1,67.6,41.1,-0.5,9,2,,0,
ETH-0044,60,False,0,0.48,0.38,0.2561,0.53,50,0.89,-0.13,0,53.3,-13.2,0.0399,19,5,,0,
ETH-0045,60,False,2,0.35,0.55,0.7313,2.63,50,0.87,-0.16,1,26.8,-6.1,0.2372,4,1,,0,
ETH-0046,60,False,1,0.43,0.37,0.4794,1.62,50,0.31,-0.75,-1,68.7,2.0,-0.2531,5,3,,0,
ETH-0047,60,False,1,0.32,0.55,0.5482,2.29,50,0.35,-0.99,0,44.2,29.8,0.5971,20,4,,0,
ETH-0048,60,False,0,0.48,0.43,0.7315,2.57,50,5.31,4.56,0,70.9,12.6,3.454,2,6,,0,
ETH-0049,60,False,0,0.35,0.52,0.7979,4.54,50,1.3,0.36,1,27.3,-8.3,-0.9813,20,6,,0,
ETH-0050,60,False,1,0.43,0.52,0.4957,1.56,50,1.05,0.06,0,34.7,-11.4,-0.4504,8,1,,0,
ETH-0051,60,False,0,0.67,0.35,0.7999,5.28,50,1.91,1.21,0,61.3,-7.1,0.0139,19,2,,0,
ETH-0052,60,False,3,0.48,0.52,0.618,2.56,50,2.45,0.98,1,36.7,-2.6,0.0161,13,6,,0,
ETH-0053,60,False,0,0.4,0.4,0.3874,2.34,50,0.35,-0.73,0,28.8,-16.1,0.2439,4,3,,0,
ETH-0054,60,False,0,0.4,0.45,0.6133,3.51,50,7.68,4.74,0,87.3,42.9,2.1658,13,4,,0,
ETH-0055,60,False,0,0.47,0.4,0.2133,0.46,50,0.48,-0.69,0,47.9,19.4,0.1428,17,5,,0,
ETH-0056,60,False,0,0.47,0.43,0.5215,1.58,50,0.35,-0.99,-1,59.9,7.6,0.1706,8,1,,0,
ETH-0057,60,False,1,0.4,0.43,0.1913,0.57,50,1.63,0.84,-1,45.0,-9.6,-0.2714,15,5,,0,
ETH-0058,60,False,1,0.43,0.52,0.2917,1.43,50,1.79,0.4,1,18.1,-3.0,-0.4872,8,6,,0,
ETH-0059,60,False,0,0.52,0.45,0.389,1.11,50,0.74,-0.36,-1,54.6,-1.5,0.0977,9,2,,0,
ETH-0060,60,False,0,0.37,0.53,0.4027,1.57,50,0.13,-1.31,0,50.8,6.5,-0.0378,0,1,,0,
ETH-0061,60,False,2,0.45,0.42,0.4554,2.66,50,2.16,1.08,0,86.8,41.8,0.6813,6,2,,0,
ETH-0062,60,False,1,0.38,0.5,0.1285,0.49,50,0.43,-0.43,0,45.7,-17.6,-0.008,5,6,,0,
ETH-0063,60,False,0,0.47,0.37,0.5069,3.62,50,6.75,3.04,0,87.5,24.6,1.2806,19,5,,0,
ETH-0064,60,False,0,0.35,0.55,0.3276,1.52,50,0.34,-0.46,0,41.5,-0.7,0.296,16,6,,0,
ETH-0065,60,False,0,0.33,0.52,0.2982,1.42,50,1.08,0.13,0,32.9,-17.7,0.1072,10,3,,0,
ETH-0066,60,False,0,0.52,0.4,0.2765,1.6,50,1.66,0.91,0,79.0,31.9,-0.0871,9,2,,0,
ETH-0067,60,False,5,0.5,0.55,0.219,0.53,50,0.48,-0.62,-1,51.6,-12.8,0.3722,2,4,,0,
ETH-0068,60,False,0,0.42,0.47,0.2228,0.62,50,0.47,-0.64,1,62.3,33.4,0.0998,0,2,,0,
ETH-0069,60,False,1,0.38,0.48,0.5122,1.57,50,1.41,0.57,1,51.1,9.0,0.6104,17,0,,0,
ETH-0070,60,False,2,0.45,0.47,0.6783,2.57,50,0.36,-0.83,0,37.9,-5.1,-0.2433,3,5,,0,
ETH-0071,60,False,3,0.52,0.5,0.5324,2.32,50,0.31,-1.19,-1,59.8,3.3,0.1523,23,0,,0,
ETH-0072,60,False,0,0.43,0.53,0.1489,0.68,50,0.91,-0.1,0,48.9,-9.3,0.3362,6,6,,0,
ETH-0073,60,False,0,0.48,0.53,0.3939,2.3,50,0.79,-0.34,0,34.2,-27.9,0.4066,10,2,,0,
ETH-0074,60,False,3,0.37,0.37,0.5614,3.09,50,0.92,-0.07,0,65.9,9.9,-0.3716,2,0,,0,
ETH-0075,60,False,0,0.48,0.42,0.3927,1.57,50,1.46,0.7,0,43.3,13.2,-0.8207,6,2,,0,
ETH-0076,60,False,1,0.32,0.55,0.3501,2.08,50,1.23,0.2,1,57.9,26.3,0.7483,7,0,,0,
ETH-0077,60,False,0,0.48,0.42,0.2406,0.58,50,0.33,-0.56,-1,34.9,-11.2,-0.0825,0,3,,0,
ETH-0078,60,False,3,0.53,0.38,0.1761,0.49,50,1.09,0.16,-1,49.2,-24.5,-0.183,7,6,,0,
CTRL-000060,60,True,0,0.47,0.45,0.3265,1.16,50,0.73,-0.24,1,42.2,2.2,1.1466,20,4,,0,
CTRL-000368,60,True,0,0.55,0.45,0.2712,0.84,50,0.53,-0.89,-1,49.9,22.0,0.321,1,1,,0,
CTRL-000984,60,True,1,0.42,0.5,0.3012,1.32,50,0.93,-0.08,-1,48.5,6.9,-0.6566,11,0,,0,
CTRL-001292,60,True,0,0.57,0.45,0.6529,1.91,50,1.48,0.64,0,58.4,10.2,0.154,16,3,,0,
CTRL-001600,60,True,1,0.35,0.5,0.3129,1.02,50,0.32,-0.69,0,44.5,-7.0,0.4911,21,6,,0,
CTRL-001908,60,True,0,0.33,0.48,0.367,2.24,50,1.31,0.39,1,24.5,-45.2,-0.9574,2,3,,0,
CTRL-002216,60,True,0,0.45,0.4,0.4421,3.17,50,0.82,-0.27,0,69.1,10.1,-1.507,7,6,,0,
CTRL-003756,60,True,0,0.42,0.5,0.3322,1.51,50,0.64,-0.54,0,60.9,7.8,0.3597,8,1,,0,
CTRL-004064,60,True,0,0.5,0.4,0.4637,1.21,50,3.24,3.8,0,54.4,-1.6,0.2877,13,4,,0,
CTRL-004372,60,True,2,0.43,0.5,0.9316,5.24,50,0.38,-0.62,0,33.5,-0.4,0.3231,18,0,,0,
CTRL-004988,60,True,0,0.5,0.37,0.4817,2.24,50,1.63,0.69,0,33.9,-44.6,-1.3572,4,0,,0,
CTRL-005296,60,True,3,0.5,0.38,0.518,3.01,50,0.94,-0.08,0,35.7,-20.2,-1.58,9,3,,0,
CTRL-005912,60,True,4,0.4,0.57,0.9825,8.32,50,0.85,-0.2,1,22.0,-21.5,0.8856,19,2,,0,
CTRL-006528,60,True,0,0.48,0.43,0.3959,2.13,50,0.68,-0.48,-1,32.9,-10.7,0.9616,5,2,,0,
CTRL-007144,60,True,0,0.53,0.35,0.7215,5.83,50,6.59,3.68,0,95.4,47.2,2.1582,15,1,,0,
CTRL-007452,60,True,1,0.37,0.52,0.7394,4.1,50,0.75,-0.3,1,53.0,1.0,0.7799,20,4,,0,
CTRL-007760,60,True,0,0.43,0.45,0.3908,1.08,50,0.39,-0.76,0,23.7,-19.4,-0.6285,1,1,,0,
CTRL-008068,60,True,0,0.5,0.38,0.2962,0.93,50,0.84,-0.23,-1,49.3,-8.5,0.3278,6,4,,0,
CTRL-008376,60,True,1,0.53,0.4,0.3165,1.66,50,0.31,-0.77,-1,75.9,10.6,-0.3148,11,0,,0,
CTRL-008684,60,True,1,0.58,0.32,1.3114,5.87,50,1.88,0.64,0,60.1,-6.2,-2.5983,16,3,,0,
CTRL-008992,60,True,0,0.43,0.33,0.2501,0.74,50,0.24,-0.77,0,52.3,36.8,-0.335,21,6,,0,
CTRL-009300,60,True,1,0.42,0.47,0.1872,0.68,50,0.31,-0.52,-1,30.1,-36.6,0.0639,2,3,,0,
CTRL-009608,60,True,1,0.52,0.42,0.1579,0.52,50,0.48,-0.51,-1,43.2,-22.8,-0.0693,7,6,,0,
CTRL-009916,60,True,0,0.53,0.32,0.193,1.35,50,0.98,-0.01,0,83.5,49.9,-0.1938,12,2,,0,
CTRL-010224,60,True,0,0.45,0.47,0.1869,0.34,50,0.41,-0.7,0,56.7,12.0,0.0608,17,5,,0,
CTRL-010840,60,True,1,0.48,0.47,0.155,0.41,50,0.2,-0.72,-1,48.9,21.1,0.0968,3,5,,0,
CTRL-011148,60,True,0,0.42,0.4,0.2619,0.89,50,1.47,0.6,-1,53.4,-3.3,-0.0518,8,1,,0,
CTRL-011456,60,True,1,0.37,0.48,0.22,0.68,50,0.87,-0.22,0,51.7,1.2,-0.0613,13,4,,0,
CTRL-011764,60,True,0,0.48,0.43,0.2112,0.56,50,0.35,-0.95,-1,47.4,-18.4,-0.5155,18,0,,0,
CTRL-012072,60,True,0,0.42,0.48,0.3677,0.87,50,0.31,-0.73,0,46.9,10.8,-0.127,23,3,,0,
CTRL-012688,60,True,0,0.48,0.57,0.3044,0.66,50,0.71,-0.32,0,48.4,14.5,-0.2371,9,3,,0,
CTRL-013304,60,True,1,0.37,0.52,1.7617,4.9,50,0.99,-0.02,1,46.9,4.5,-0.2921,19,2,,0,
CTRL-013612,60,True,0,0.47,0.43,0.4892,1.5,50,0.32,-0.26,-1,24.0,-27.9,-0.2676,0,6,,0,
CTRL-013920,60,True,0,0.43,0.45,0.6136,3.86,50,0.66,-0.36,0,23.5,-27.3,0.5998,5,2,,0,
CTRL-014536,60,True,0,0.45,0.57,0.7451,2.5,50,2.27,1.3,1,40.3,-2.0,-0.5942,15,1,,0,
CTRL-014844,60,True,1,0.4,0.47,0.5841,1.59,50,0.18,-0.89,-1,47.0,19.9,-0.3892,20,4,,0,
CTRL-015768,60,True,0,0.42,0.33,0.597,1.77,50,0.48,-0.89,-1,48.1,-13.7,-0.49,11,0,,0,
CTRL-016076,60,True,1,0.43,0.48,0.9673,4.54,50,1.51,0.65,1,29.3,-19.5,0.4675,16,3,,0,
CTRL-017308,60,True,4,0.4,0.55,0.5305,4.01,50,1.5,0.44,1,17.9,-29.7,-0.0812,12,2,,0,
CTRL-018232,60,True,0,0.5,0.38,0.1883,0.52,50,0.14,-0.95,-1,45.8,-10.9,0.199,3,5,,0,
CTRL-018848,60,True,3,0.48,0.5,0.3469,0.99,50,1.04,0.05,1,36.9,-22.6,-0.1637,13,4,,0,
CTRL-019156,60,True,3,0.5,0.48,0.4995,2.32,50,0.63,-0.46,0,43.7,-24.3,0.8407,18,0,,0,
CTRL-019464,60,True,2,0.47,0.52,0.5092,1.56,50,1.0,-0.0,0,32.1,-36.6,-0.4659,23,3,,0,
CTRL-020388,60,True,1,0.43,0.42,0.366,1.8,50,0.89,-0.1,1,67.3,31.9,-0.1327,14,6,,0,
CTRL-020696,60,True,1,0.5,0.42,0.3904,0.95,50,0.79,-0.25,0,51.0,-18.7,0.5952,19,2,,0,
CTRL-021004,60,True,1,0.5,0.47,0.1042,0.59,50,0.35,-0.65,0,55.7,21.0,-0.2868,0,6,,0,
CTRL-021312,60,True,0,0.48,0.42,0.3559,2.85,50,1.1,0.1,-1,73.6,28.8,-0.3625,5,2,,0,
CTRL-021620,60,True,0,0.48,0.45,0.0885,0.42,50,0.7,-0.36,-1,46.6,-30.0,-0.0716,10,5,,0,
CTRL-021928,60,True,0,0.53,0.35,0.4173,0.86,50,1.55,0.75,0,55.7,4.9,0.2052,15,1,,0,
CTRL-022236,60,True,1,0.5,0.47,0.3261,1.98,50,1.8,1.93,0,70.6,24.8,-0.5022,20,4,,0,
CTRL-022544,60,True,1,0.38,0.47,0.2228,0.83,50,1.46,0.66,1,27.4,-40.7,-0.3531,1,1,,0,
CTRL-022852,60,True,0,0.42,0.47,0.3251,1.85,50,0.77,-0.3,0,27.6,-23.0,0.4758,6,4,,0,
CTRL-023160,60,True,0,0.33,0.52,0.1765,0.48,50,0.4,-0.29,1,35.1,-21.0,0.0697,11,0,,0,
CTRL-023776,60,True,0,0.35,0.58,0.2294,0.76,50,1.19,0.15,0,30.2,2.1,-0.4058,21,6,,0,
CTRL-024084,60,True,2,0.38,0.48,0.3293,0.84,50,0.47,-0.62,1,40.9,6.5,-0.0593,2,3,,0,
CTRL-024392,60,True,0,0.47,0.47,0.1125,0.54,50,0.86,-0.2,0,23.4,-15.2,-0.1516,7,6,,0,
CTRL-024700,60,True,2,0.4,0.48,0.3663,0.98,50,0.81,-0.23,1,42.6,1.1,-0.4041,12,2,,0,
CTRL-025316,60,True,3,0.43,0.52,0.4013,1.35,50,0.34,-0.89,0,44.9,9.7,-0.372,22,1,,0,
CTRL-025624,60,True,0,0.42,0.48,0.2,0.85,50,0.63,-0.41,0,46.2,4.5,-0.3164,3,5,,0,
CTRL-025932,60,True,1,0.42,0.53,0.2835,1.49,50,1.94,1.92,1,87.3,58.7,0.4261,8,1,,0,
CTRL-026240,60,True,0,0.53,0.53,0.3346,0.62,50,0.74,-0.3,1,53.1,9.6,-0.0459,13,4,,0,
CTRL-026548,60,True,1,0.38,0.47,0.4056,2.75,50,0.66,-0.48,-1,35.6,-15.6,0.3555,18,0,,0,
